"Site","Year","Month","Amount"
"OLJATO - OLD TP",2015,3,1.524
"PINE SPRINGS",2015,4,24.13
"PINE SPRINGS",2015,5,40.386
"PINE SPRINGS",2015,6,50.8
"PINE SPRINGS",2015,7,50.8
"PINE SPRINGS",2015,8,45.72
"PINE SPRINGS",2015,9,26.67
"PINE SPRINGS",2015,10,33.02
"PINE SPRINGS",2015,11,58.42
"PINE SPRINGS",2015,12,63.5
"PINE SPRINGS",2015,1,33.02
"PINE SPRINGS",2015,2,33.02
"PINE SPRINGS",2015,3,34.036
"PITTS RANCH",2015,4,22.352
"PITTS RANCH",2015,5,17.526
"PITTS RANCH",2015,6,20.574
"PITTS RANCH",2015,7,85.344
"PITTS RANCH",2015,8,46.228
"PITTS RANCH",2015,9,11.43
"PITTS RANCH",2015,10,11.43
"PITTS RANCH",2015,11,23.114
"PITTS RANCH",2015,12,12.192
"PITTS RANCH",2015,1,12.7
"PITTS RANCH",2015,2,23.114
"PITTS RANCH",2015,3,17.526
"PUEBLO PINTADO O&M",2015,4,20.066
"PUEBLO PINTADO O&M",2015,5,47.752
"PUEBLO PINTADO O&M",2015,6,44.45
"PUEBLO PINTADO O&M",2015,7,50.038
"PUEBLO PINTADO O&M",2015,8,129.54
"PUEBLO PINTADO O&M",2015,9,6.35
"PUEBLO PINTADO O&M",2015,10,40.132
"PUEBLO PINTADO O&M",2015,11,13.208
"PUEBLO PINTADO O&M",2015,12,16.002
"PUEBLO PINTADO O&M",2015,1,17.526
"PUEBLO PINTADO O&M",2015,2,17.78
"PUEBLO PINTADO O&M",2015,3,35.56
"ROUND ROCK",2015,4,7.366
"ROUND ROCK",2015,5,45.974
"ROUND ROCK",2015,6,53.34
"ROUND ROCK",2015,7,38.1
"ROUND ROCK",2015,8,56.388
"ROUND ROCK",2015,9,8.636
"ROUND ROCK",2015,10,47.244
"ROUND ROCK",2015,11,25.908
"ROUND ROCK",2015,12,17.78
"ROUND ROCK",2015,1,38.862
"ROUND ROCK",2015,2,31.75
"ROUND ROCK",2015,3,2.286
"SEVEN LAKES",2015,4,16.51
"SEVEN LAKES",2015,5,18.288
"SEVEN LAKES",2015,6,30.734
"SEVEN LAKES",2015,7,68.326
"SEVEN LAKES",2015,8,71.12
"SEVEN LAKES",2015,9,8.89
"SEVEN LAKES",2015,10,19.558
"SEVEN LAKES",2015,11,29.21
"SEVEN LAKES",2015,12,20.32
"SEVEN LAKES",2015,1,20.32
"SEVEN LAKES",2015,2,25.4
"SEVEN LAKES",2015,3,26.67
"SHEEP SPRINGS WX",2015,4,7.62
"SHEEP SPRINGS WX",2015,5,38.1
"SHEEP SPRINGS WX",2015,6,38.1
"SHEEP SPRINGS WX",2015,7,39.37
"SHEEP SPRINGS WX",2015,8,41.91
"SHEEP SPRINGS WX",2015,9,66.04
"SHEEP SPRINGS WX",2015,10,36.83
"SHEEP SPRINGS WX",2015,11,19.05
"SHEEP SPRINGS WX",2015,12,17.78
"SHEEP SPRINGS WX",2015,1,15.24
"SHEEP SPRINGS WX",2015,2,60.96
"SHEEP SPRINGS WX",2015,3,2.54
"SHIPROCK IRRIGATION",2015,4,18.034
"SHIPROCK IRRIGATION",2015,5,29.464
"SHIPROCK IRRIGATION",2015,6,23.622
"SHIPROCK IRRIGATION",2015,7,17.78
"SHIPROCK IRRIGATION",2015,8,36.83
"SHIPROCK IRRIGATION",2015,9,8.89
"SHIPROCK IRRIGATION",2015,10,17.272
"SHIPROCK IRRIGATION",2015,11,17.78
"SHIPROCK IRRIGATION",2015,12,10.16
"SHIPROCK IRRIGATION",2015,1,35.56
"SHIPROCK IRRIGATION",2015,2,31.75
"SHIPROCK IRRIGATION",2015,3,1.016
"SMITH LAKE",2015,4,14.478
"SMITH LAKE",2015,5,25.4
"SMITH LAKE",2015,6,31.75
"SMITH LAKE",2015,7,95.758
"SMITH LAKE",2015,8,54.102
"SMITH LAKE",2015,9,30.48
"SMITH LAKE",2015,10,22.606
"SMITH LAKE",2015,11,24.384
"SMITH LAKE",2015,12,13.97
"SMITH LAKE",2015,1,19.05
"SMITH LAKE",2015,2,41.148
"SMITH LAKE",2015,3,6.604
"STANDING ROCK - JUDY W",2015,4,5.08
"STANDING ROCK - JUDY W",2015,5,16.51
"STANDING ROCK - JUDY W",2015,6,24.13
"STANDING ROCK - JUDY W",2015,7,30.48
"STANDING ROCK - JUDY W",2015,8,62.992
"STANDING ROCK - JUDY W",2015,9,33.528
"STANDING ROCK - JUDY W",2015,10,38.354
"STANDING ROCK - JUDY W",2015,11,19.812
"STANDING ROCK - JUDY W",2015,12,10.668
"STANDING ROCK - JUDY W",2015,1,19.558
"STANDING ROCK - JUDY W",2015,2,42.672
"STANDING ROCK - JUDY W",2015,3,2.54
"STEAMBOAT",2015,4,17.78
"STEAMBOAT",2015,5,37.084
"STEAMBOAT",2015,6,19.304
"STEAMBOAT",2015,7,31.75
"STEAMBOAT",2015,8,38.354
"STEAMBOAT",2015,9,12.446
"STEAMBOAT",2015,10,43.18
"STEAMBOAT",2015,11,34.29
"STEAMBOAT",2015,12,34.29
"STEAMBOAT",2015,1,50.546
"STEAMBOAT",2015,2,25.4
"STEAMBOAT",2015,3,2.54
"SUMMIT SOUTH",2015,4,22.86
"SUMMIT SOUTH",2015,5,45.974
"SUMMIT SOUTH",2015,6,33.274
"SUMMIT SOUTH",2015,7,83.82
"SUMMIT SOUTH",2015,8,56.642
"SUMMIT SOUTH",2015,9,31.75
"SUMMIT SOUTH",2015,10,40.64
"SUMMIT SOUTH",2015,11,63.5
"SUMMIT SOUTH",2015,12,20.32
"SUMMIT SOUTH",2015,1,40.64
"SUMMIT SOUTH",2015,2,48.514
"SUMMIT SOUTH",2015,3,32.766
"SUMMIT WX",2015,4,3.81
"SUMMIT WX",2015,5,76.962
"SUMMIT WX",2015,6,30.988
"SUMMIT WX",2015,7,78.74
"SUMMIT WX",2015,8,32.512
"SUMMIT WX",2015,9,30.988
"SUMMIT WX",2015,10,27.94
"SUMMIT WX",2015,11,45.72
"SUMMIT WX",2015,12,20.32
"SUMMIT WX",2015,1,35.56
"SUMMIT WX",2015,2,27.94
"SUMMIT WX",2015,3,22.86
"TOADINDAASKA MESA",2015,4,15.494
"TOADINDAASKA MESA",2015,5,19.05
"TOADINDAASKA MESA",2015,6,38.1
"TOADINDAASKA MESA",2015,7,59.69
"TOADINDAASKA MESA",2015,8,36.068
"TOADINDAASKA MESA",2015,9,4.572
"TOADINDAASKA MESA",2015,10,84.328
"TOADINDAASKA MESA",2015,11,41.402
"TOADINDAASKA MESA",2015,12,16.51
"TOADINDAASKA MESA",2015,1,27.94
"TOADINDAASKA MESA",2015,2,74.168
"TOADINDAASKA MESA",2015,3,2.032
"TOADLENA FISH HATCHERY",2015,4,9.144
"TOADLENA FISH HATCHERY",2015,5,45.72
"TOADLENA FISH HATCHERY",2015,6,48.26
"TOADLENA FISH HATCHERY",2015,7,71.12
"TOADLENA FISH HATCHERY",2015,8,50.8
"TOADLENA FISH HATCHERY",2015,9,33.02
"TOADLENA FISH HATCHERY",2015,10,40.64
"TOADLENA FISH HATCHERY",2015,11,40.64
"TOADLENA FISH HATCHERY",2015,12,38.1
"TOADLENA FISH HATCHERY",2015,1,50.8
"TOADLENA FISH HATCHERY",2015,2,70.612
"TOADLENA FISH HATCHERY",2015,3,3.048
"TODACHIENY LAKE",2015,4,30.48
"TODACHIENY LAKE",2015,5,81.28
"TODACHIENY LAKE",2015,6,40.64
"TODACHIENY LAKE",2015,7,86.36
"TODACHIENY LAKE",2015,8,81.28
"TODACHIENY LAKE",2015,9,17.78
"TODACHIENY LAKE",2015,10,25.4
"TODACHIENY LAKE",2015,11,68.58
"TODACHIENY LAKE",2015,12,43.18
"TODACHIENY LAKE",2015,1,48.26
"TODACHIENY LAKE",2015,2,27.94
"TODACHIENY LAKE",2015,3,60.96
"TOHATCHI MEADOW",2015,4,17.78
"TOHATCHI MEADOW",2015,5,58.42
"TOHATCHI MEADOW",2015,6,55.88
"TOHATCHI MEADOW",2015,7,71.12
"TOHATCHI MEADOW",2015,8,81.28
"TOHATCHI MEADOW",2015,9,22.86
"TOHATCHI MEADOW",2015,10,53.34
"TOHATCHI MEADOW",2015,11,39.37
"TOHATCHI MEADOW",2015,12,40.386
"TOHATCHI MEADOW",2015,1,50.292
"TOHATCHI MEADOW",2015,2,91.948
"TOHATCHI MEADOW",2015,3,10.16
"TOHTSO",2015,4,31.75
"TOHTSO",2015,5,71.12
"TOHTSO",2015,6,26.924
"TOHTSO",2015,7,53.34
"TOHTSO",2015,8,43.18
"TOHTSO",2015,9,29.21
"TOHTSO",2015,10,52.07
"TOHTSO",2015,11,50.8
"TOHTSO",2015,12,26.67
"TOHTSO",2015,1,55.88
"TOHTSO",2015,2,58.42
"TOHTSO",2015,3,5.08
"TORREON FIRE STATION",2015,4,20.32
"TORREON FIRE STATION",2015,5,69.85
"TORREON FIRE STATION",2015,6,22.86
"TORREON FIRE STATION",2015,7,57.15
"TORREON FIRE STATION",2015,8,27.94
"TORREON FIRE STATION",2015,9,5.842
"TORREON FIRE STATION",2015,10,31.75
"TORREON FIRE STATION",2015,11,7.62
"TORREON FIRE STATION",2015,12,29.21
"TORREON FIRE STATION",2015,1,10.414
"TORREON FIRE STATION",2015,2,16.51
"TORREON FIRE STATION",2015,3,31.75
"TSAILE CANYON",2015,4,35.56
"TSAILE CANYON",2015,5,115.062
"TSAILE CANYON",2015,6,44.958
"TSAILE CANYON",2015,7,38.1
"TSAILE CANYON",2015,8,78.74
"TSAILE CANYON",2015,9,17.78
"TSAILE CANYON",2015,10,34.29
"TSAILE CANYON",2015,11,86.36
"TSAILE CANYON",2015,12,31.496
"TSAILE CANYON",2015,1,50.8
"TSAILE CANYON",2015,2,48.26
"TSAILE CANYON",2015,3,73.66
"TSAILE SNOW COURSE  # 1",2015,4,43.18
"TSAILE SNOW COURSE  # 1",2015,5,118.11
"TSAILE SNOW COURSE  # 1",2015,6,57.15
"TSAILE SNOW COURSE  # 1",2015,7,67.31
"TSAILE SNOW COURSE  # 1",2015,8,69.85
"TSAILE SNOW COURSE  # 1",2015,9,22.86
"TSAILE SNOW COURSE  # 1",2015,10,52.07
"TSAILE SNOW COURSE  # 1",2015,11,96.52
"TSAILE SNOW COURSE  # 1",2015,12,50.8
"TSAILE SNOW COURSE  # 1",2015,1,62.23
"TSAILE SNOW COURSE  # 1",2015,2,74.93
"TSAILE SNOW COURSE  # 1",2015,3,53.34
"TSAILE SNOW COURSE  # 3",2015,4,35.56
"TSAILE SNOW COURSE  # 3",2015,5,77.47
"TSAILE SNOW COURSE  # 3",2015,6,36.83
"TSAILE SNOW COURSE  # 3",2015,7,50.8
"TSAILE SNOW COURSE  # 3",2015,8,60.96
"TSAILE SNOW COURSE  # 3",2015,9,43.18
"TSAILE SNOW COURSE  # 3",2015,10,35.052
"TSAILE SNOW COURSE  # 3",2015,11,72.898
"TSAILE SNOW COURSE  # 3",2015,12,76.962
"TSAILE SNOW COURSE  # 3",2015,1,50.8
"TSAILE SNOW COURSE  # 3",2015,2,50.8
"TSAILE SNOW COURSE  # 3",2015,3,83.82
"TUBA CITY O&M",2015,4,3.81
"TUBA CITY O&M",2015,5,10.414
"TUBA CITY O&M",2015,6,12.954
"TUBA CITY O&M",2015,7,28.702
"TUBA CITY O&M",2015,8,56.388
"TUBA CITY O&M",2015,9,13.462
"TUBA CITY O&M",2015,10,38.1
"TUBA CITY O&M",2015,11,12.192
"TUBA CITY O&M",2015,12,8.128
"TUBA CITY O&M",2015,1,36.83
"TUBA CITY O&M",2015,2,33.528
"TUBA CITY O&M",2015,3,2.54
"VANDERWAGON O&M",2015,4,20.32
"VANDERWAGON O&M",2015,5,49.53
"VANDERWAGON O&M",2015,6,19.05
"VANDERWAGON O&M",2015,7,64.008
"VANDERWAGON O&M",2015,8,52.324
"VANDERWAGON O&M",2015,9,13.208
"VANDERWAGON O&M",2015,10,50.8
"VANDERWAGON O&M",2015,11,44.45
"VANDERWAGON O&M",2015,12,24.13
"VANDERWAGON O&M",2015,1,33.782
"VANDERWAGON O&M",2015,2,24.638
"VANDERWAGON O&M",2015,3,35.56
"VICENTI SPRING",2015,4,5.08
"VICENTI SPRING",2015,5,101.854
"VICENTI SPRING",2015,6,45.466
"VICENTI SPRING",2015,7,55.88
"VICENTI SPRING",2015,8,50.8
"VICENTI SPRING",2015,9,27.94
"VICENTI SPRING",2015,10,30.48
"VICENTI SPRING",2015,11,50.8
"VICENTI SPRING",2015,12,35.56
"VICENTI SPRING",2015,1,39.37
"VICENTI SPRING",2015,2,92.71
"VICENTI SPRING",2015,3,0
"WARPATH VALLEY",2015,4,0
"WARPATH VALLEY",2015,5,66.04
"WARPATH VALLEY",2015,6,68.834
"WARPATH VALLEY",2015,7,116.586
"WARPATH VALLEY",2015,8,53.594
"WARPATH VALLEY",2015,9,14.986
"WARPATH VALLEY",2015,10,64.77
"WARPATH VALLEY",2015,11,36.83
"WARPATH VALLEY",2015,12,23.114
"WARPATH VALLEY",2015,1,38.1
"WARPATH VALLEY",2015,2,91.44
"WARPATH VALLEY",2015,3,2.54
"WHEATFIELDS WX",2015,4,22.86
"WHEATFIELDS WX",2015,5,73.66
"WHEATFIELDS WX",2015,6,35.56
"WHEATFIELDS WX",2015,7,57.15
"WHEATFIELDS WX",2015,8,87.63
"WHEATFIELDS WX",2015,9,66.04
"WHEATFIELDS WX",2015,10,38.1
"WHEATFIELDS WX",2015,11,27.94
"WHEATFIELDS WX",2015,12,20.32
"WHEATFIELDS WX",2015,1,20.32
"WHEATFIELDS WX",2015,2,58.42
"WHEATFIELDS WX",2015,3,15.24
"WHISKEY CREEK SC",2015,4,33.02
"WHISKEY CREEK SC",2015,5,85.09
"WHISKEY CREEK SC",2015,6,64.77
"WHISKEY CREEK SC",2015,7,93.98
"WHISKEY CREEK SC",2015,8,57.15
"WHISKEY CREEK SC",2015,9,44.45
"WHISKEY CREEK SC",2015,10,30.48
"WHISKEY CREEK SC",2015,11,88.9
"WHISKEY CREEK SC",2015,12,30.48
"WHISKEY CREEK SC",2015,1,43.18
"WHISKEY CREEK SC",2015,2,50.8
"WHISKEY CREEK SC",2015,3,25.4
"WHITE CLAY",2015,4,3.81
"WHITE CLAY",2015,5,71.12
"WHITE CLAY",2015,6,30.48
"WHITE CLAY",2015,7,59.69
"WHITE CLAY",2015,8,44.45
"WHITE CLAY",2015,9,38.1
"WHITE CLAY",2015,10,48.26
"WHITE CLAY",2015,11,55.88
"WHITE CLAY",2015,12,34.29
"WHITE CLAY",2015,1,48.26
"WHITE CLAY",2015,2,40.64
"WHITE CLAY",2015,3,45.72
"WIDE RUINS WX",2015,4,17.272
"WIDE RUINS WX",2015,5,36.83
"WIDE RUINS WX",2015,6,12.7
"WIDE RUINS WX",2015,7,15.24
"WIDE RUINS WX",2015,8,33.02
"WIDE RUINS WX",2015,9,33.02
"WIDE RUINS WX",2015,10,29.21
"WIDE RUINS WX",2015,11,44.45
"WIDE RUINS WX",2015,12,41.91
"WIDE RUINS WX",2015,1,39.624
"WIDE RUINS WX",2015,2,29.464
"WIDE RUINS WX",2015,3,3.556
"WIND ROCK VALLEY",2015,4,7.112
"WIND ROCK VALLEY",2015,5,78.74
"WIND ROCK VALLEY",2015,6,62.23
"WIND ROCK VALLEY",2015,7,74.93
"WIND ROCK VALLEY",2015,8,43.18
"WIND ROCK VALLEY",2015,9,5.08
"WIND ROCK VALLEY",2015,10,73.66
"WIND ROCK VALLEY",2015,11,41.91
"WIND ROCK VALLEY",2015,12,22.352
"WIND ROCK VALLEY",2015,1,43.18
"WIND ROCK VALLEY",2015,2,97.79
"WIND ROCK VALLEY",2015,3,10.16
"WOODSPRINGS WX",2015,4,0
"WOODSPRINGS WX",2015,5,66.548
"WOODSPRINGS WX",2015,6,43.942
"WOODSPRINGS WX",2015,7,22.86
"WOODSPRINGS WX",2015,8,82.55
"WOODSPRINGS WX",2015,9,17.78
"WOODSPRINGS WX",2015,10,41.148
"WOODSPRINGS WX",2015,11,31.75
"WOODSPRINGS WX",2015,12,13.462
"WOODSPRINGS WX",2015,1,45.72
"WOODSPRINGS WX",2015,2,27.686
"WOODSPRINGS WX",2015,3,5.334
"BEAUTIFUL MOUNTAIN",2014,4,3.81
"BEAUTIFUL MOUNTAIN",2014,5,12.7
"BEAUTIFUL MOUNTAIN",2014,6,1.27
"BEAUTIFUL MOUNTAIN",2014,7,15.24
"BEAUTIFUL MOUNTAIN",2014,8,30.48
"BEAUTIFUL MOUNTAIN",2014,9,39.37
"BEAUTIFUL MOUNTAIN",2014,10,10.16
"BEAUTIFUL MOUNTAIN",2014,11,25.4
"BEAUTIFUL MOUNTAIN",2014,12,27.94
"BEAUTIFUL MOUNTAIN",2014,1,4.318
"BEAUTIFUL MOUNTAIN",2014,2,28.702
"BEAUTIFUL MOUNTAIN",2014,3,2.54
"BEAVER SPRINGS SC",2014,4,58.42
"BEAVER SPRINGS SC",2014,5,28.448
"BEAVER SPRINGS SC",2014,6,0.762
"BEAVER SPRINGS SC",2014,7,93.98
"BEAVER SPRINGS SC",2014,8,30.48
"BEAVER SPRINGS SC",2014,9,73.66
"BEAVER SPRINGS SC",2014,10,46.99
"BEAVER SPRINGS SC",2014,11,38.1
"BEAVER SPRINGS SC",2014,12,55.88
"BEAVER SPRINGS SC",2014,1,0
"BEAVER SPRINGS SC",2014,2,68.58
"BEAVER SPRINGS SC",2014,3,50.8
"BIRD SPRINGS",2014,4,5.08
"BIRD SPRINGS",2014,5,0
"BIRD SPRINGS",2014,6,0
"BIRD SPRINGS",2014,7,5.588
"BIRD SPRINGS",2014,8,40.132
"BIRD SPRINGS",2014,9,21.59
"BIRD SPRINGS",2014,10,5.08
"BIRD SPRINGS",2014,11,0
"BIRD SPRINGS",2014,12,27.432
"BIRD SPRINGS",2014,1,0
"BIRD SPRINGS",2014,2,13.462
"BIRD SPRINGS",2014,3,0.508
"BITTER SPRINGS",2014,4,0.762
"BITTER SPRINGS",2014,5,2.54
"BITTER SPRINGS",2014,6,0
"BITTER SPRINGS",2014,7,29.972
"BITTER SPRINGS",2014,8,25.4
"BITTER SPRINGS",2014,9,30.988
"BITTER SPRINGS",2014,10,1.778
"BITTER SPRINGS",2014,11,0
"BITTER SPRINGS",2014,12,12.7
"BITTER SPRINGS",2014,1,0
"BITTER SPRINGS",2014,2,2.54
"BITTER SPRINGS",2014,3,0
"BLACK CREEK SG",2014,4,10.16
"BLACK CREEK SG",2014,5,7.62
"BLACK CREEK SG",2014,6,0
"BLACK CREEK SG",2014,7,62.992
"BLACK CREEK SG",2014,8,34.29
"BLACK CREEK SG",2014,9,69.85
"BLACK CREEK SG",2014,10,38.1
"BLACK CREEK SG",2014,11,3.81
"BLACK CREEK SG",2014,12,44.45
"BLACK CREEK SG",2014,1,0
"BLACK CREEK SG",2014,2,35.56
"BLACK CREEK SG",2014,3,2.54
"BLACK HAT WX",2014,4,4.826
"BLACK HAT WX",2014,5,8.89
"BLACK HAT WX",2014,6,0
"BLACK HAT WX",2014,7,19.558
"BLACK HAT WX",2014,8,17.78
"BLACK HAT WX",2014,9,64.008
"BLACK HAT WX",2014,10,13.97
"BLACK HAT WX",2014,11,0
"BLACK HAT WX",2014,12,42.164
"BLACK HAT WX",2014,1,0
"BLACK HAT WX",2014,2,2.286
"BLACK HAT WX",2014,3,22.606
"BLUE CANYON DAM",2014,4,9.398
"BLUE CANYON DAM",2014,5,9.144
"BLUE CANYON DAM",2014,6,0
"BLUE CANYON DAM",2014,7,46.736
"BLUE CANYON DAM",2014,8,33.782
"BLUE CANYON DAM",2014,9,36.83
"BLUE CANYON DAM",2014,10,21.59
"BLUE CANYON DAM",2014,11,3.81
"BLUE CANYON DAM",2014,12,43.688
"BLUE CANYON DAM",2014,1,0
"BLUE CANYON DAM",2014,2,22.352
"BLUE CANYON DAM",2014,3,9.398
"BLUFF WX",2014,4,5.588
"BLUFF WX",2014,5,11.43
"BLUFF WX",2014,6,0
"BLUFF WX",2014,7,5.588
"BLUFF WX",2014,8,28.702
"BLUFF WX",2014,9,19.812
"BLUFF WX",2014,10,0.762
"BLUFF WX",2014,11,3.81
"BLUFF WX",2014,12,12.7
"BLUFF WX",2014,1,0
"BLUFF WX",2014,2,12.7
"BLUFF WX",2014,3,5.842
"BODAWAY / GAP",2014,4,0
"BODAWAY / GAP",2014,5,2.54
"BODAWAY / GAP",2014,6,0.508
"BODAWAY / GAP",2014,7,26.924
"BODAWAY / GAP",2014,8,22.606
"BODAWAY / GAP",2014,9,16.002
"BODAWAY / GAP",2014,10,1.778
"BODAWAY / GAP",2014,11,1.778
"BODAWAY / GAP",2014,12,6.096
"BODAWAY / GAP",2014,1,0.508
"BODAWAY / GAP",2014,2,0.762
"BODAWAY / GAP",2014,3,1.27
"BOWL CANYON SC",2014,4,16.51
"BOWL CANYON SC",2014,5,36.83
"BOWL CANYON SC",2014,6,0
"BOWL CANYON SC",2014,7,87.63
"BOWL CANYON SC",2014,8,35.56
"BOWL CANYON SC",2014,9,60.96
"BOWL CANYON SC",2014,10,33.02
"BOWL CANYON SC",2014,11,10.16
"BOWL CANYON SC",2014,12,53.34
"BOWL CANYON SC",2014,1,4.826
"BOWL CANYON SC",2014,2,15.494
"BOWL CANYON SC",2014,3,33.02
"BOWMAN PARK",2014,4,12.7
"BOWMAN PARK",2014,5,3.048
"BOWMAN PARK",2014,6,7.112
"BOWMAN PARK",2014,7,88.9
"BOWMAN PARK",2014,8,27.94
"BOWMAN PARK",2014,9,52.07
"BOWMAN PARK",2014,10,29.21
"BOWMAN PARK",2014,11,4.318
"BOWMAN PARK",2014,12,47.752
"BOWMAN PARK",2014,1,2.54
"BOWMAN PARK",2014,2,48.26
"BOWMAN PARK",2014,3,0
"BUFFALO PASS",2014,4,39.37
"BUFFALO PASS",2014,5,26.67
"BUFFALO PASS",2014,6,0
"BUFFALO PASS",2014,7,21.59
"BUFFALO PASS",2014,8,17.78
"BUFFALO PASS",2014,9,99.06
"BUFFALO PASS",2014,10,8.89
"BUFFALO PASS",2014,11,22.86
"BUFFALO PASS",2014,12,72.39
"BUFFALO PASS",2014,1,0
"BUFFALO PASS",2014,2,45.72
"BUFFALO PASS",2014,3,49.784
"BURNHAM",2014,4,2.54
"BURNHAM",2014,5,5.08
"BURNHAM",2014,6,0
"BURNHAM",2014,7,14.732
"BURNHAM",2014,8,23.368
"BURNHAM",2014,9,14.478
"BURNHAM",2014,10,7.62
"BURNHAM",2014,11,5.08
"BURNHAM",2014,12,33.02
"BURNHAM",2014,1,0
"BURNHAM",2014,2,0
"BURNHAM",2014,3,15.24
"CAMERON - CHAPTER HOUSE",2014,4,5.588
"CAMERON - CHAPTER HOUSE",2014,5,2.54
"CAMERON - CHAPTER HOUSE",2014,6,0
"CAMERON - CHAPTER HOUSE",2014,7,16.51
"CAMERON - CHAPTER HOUSE",2014,8,29.718
"CAMERON - CHAPTER HOUSE",2014,9,22.86
"CAMERON - CHAPTER HOUSE",2014,10,0
"CAMERON - CHAPTER HOUSE",2014,11,0
"CAMERON - CHAPTER HOUSE",2014,12,22.098
"CAMERON - CHAPTER HOUSE",2014,1,0
"CAMERON - CHAPTER HOUSE",2014,2,0
"CAMERON - CHAPTER HOUSE",2014,3,0.762
"CAPTAIN TOM WASH SG",2014,4,10.16
"CAPTAIN TOM WASH SG",2014,5,12.7
"CAPTAIN TOM WASH SG",2014,6,2.54
"CAPTAIN TOM WASH SG",2014,7,53.34
"CAPTAIN TOM WASH SG",2014,8,20.32
"CAPTAIN TOM WASH SG",2014,9,40.64
"CAPTAIN TOM WASH SG",2014,10,15.24
"CAPTAIN TOM WASH SG",2014,11,30.48
"CAPTAIN TOM WASH SG",2014,12,25.4
"CAPTAIN TOM WASH SG",2014,1,2.54
"CAPTAIN TOM WASH SG",2014,2,30.48
"CAPTAIN TOM WASH SG",2014,3,5.08
"COALMINE ROAD",2014,4,8.636
"COALMINE ROAD",2014,5,3.302
"COALMINE ROAD",2014,6,0.508
"COALMINE ROAD",2014,7,20.574
"COALMINE ROAD",2014,8,17.78
"COALMINE ROAD",2014,9,55.88
"COALMINE ROAD",2014,10,1.778
"COALMINE ROAD",2014,11,3.81
"COALMINE ROAD",2014,12,38.1
"COALMINE ROAD",2014,1,1.27
"COALMINE ROAD",2014,2,2.032
"COALMINE ROAD",2014,3,20.32
"COYOTE CANYON",2014,4,1.778
"COYOTE CANYON",2014,5,8.128
"COYOTE CANYON",2014,6,0
"COYOTE CANYON",2014,7,35.56
"COYOTE CANYON",2014,8,25.4
"COYOTE CANYON",2014,9,52.07
"COYOTE CANYON",2014,10,10.16
"COYOTE CANYON",2014,11,3.302
"COYOTE CANYON",2014,12,35.052
"COYOTE CANYON",2014,1,0.762
"COYOTE CANYON",2014,2,0
"COYOTE CANYON",2014,3,14.732
"CRYSTAL SG",2014,4,19.558
"CRYSTAL SG",2014,5,2.54
"CRYSTAL SG",2014,6,0
"CRYSTAL SG",2014,7,58.42
"CRYSTAL SG",2014,8,21.59
"CRYSTAL SG",2014,9,41.91
"CRYSTAL SG",2014,10,55.88
"CRYSTAL SG",2014,11,7.62
"CRYSTAL SG",2014,12,27.94
"CRYSTAL SG",2014,1,2.794
"CRYSTAL SG",2014,2,47.498
"CRYSTAL SG",2014,3,0.762
"CRYSTAL WX",2014,4,15.24
"CRYSTAL WX",2014,5,13.97
"CRYSTAL WX",2014,6,0
"CRYSTAL WX",2014,7,73.66
"CRYSTAL WX",2014,8,7.62
"CRYSTAL WX",2014,9,111.76
"CRYSTAL WX",2014,10,13.97
"CRYSTAL WX",2014,11,8.89
"CRYSTAL WX",2014,12,52.07
"CRYSTAL WX",2014,1,1.27
"CRYSTAL WX",2014,2,35.56
"CRYSTAL WX",2014,3,5.08
"DALTON PASS",2014,4,1.27
"DALTON PASS",2014,5,12.7
"DALTON PASS",2014,6,0
"DALTON PASS",2014,7,54.864
"DALTON PASS",2014,8,11.176
"DALTON PASS",2014,9,16.002
"DALTON PASS",2014,10,20.828
"DALTON PASS",2014,11,6.35
"DALTON PASS",2014,12,33.02
"DALTON PASS",2014,1,1.27
"DALTON PASS",2014,2,2.54
"DALTON PASS",2014,3,14.478
"DENNEHOTSO",2014,4,1.524
"DENNEHOTSO",2014,5,4.318
"DENNEHOTSO",2014,6,0
"DENNEHOTSO",2014,7,13.208
"DENNEHOTSO",2014,8,8.89
"DENNEHOTSO",2014,9,20.828
"DENNEHOTSO",2014,10,2.032
"DENNEHOTSO",2014,11,6.858
"DENNEHOTSO",2014,12,6.096
"DENNEHOTSO",2014,1,0
"DENNEHOTSO",2014,2,0
"DENNEHOTSO",2014,3,2.286
"DEZA BLUFF",2014,4,17.78
"DEZA BLUFF",2014,5,15.24
"DEZA BLUFF",2014,6,2.032
"DEZA BLUFF",2014,7,43.18
"DEZA BLUFF",2014,8,27.94
"DEZA BLUFF",2014,9,35.56
"DEZA BLUFF",2014,10,25.4
"DEZA BLUFF",2014,11,5.08
"DEZA BLUFF",2014,12,48.26
"DEZA BLUFF",2014,1,0
"DEZA BLUFF",2014,2,35.56
"DEZA BLUFF",2014,3,7.62
"DILKON O&M",2014,4,6.096
"DILKON O&M",2014,5,2.794
"DILKON O&M",2014,6,0
"DILKON O&M",2014,7,20.828
"DILKON O&M",2014,8,52.832
"DILKON O&M",2014,9,52.07
"DILKON O&M",2014,10,7.62
"DILKON O&M",2014,11,0
"DILKON O&M",2014,12,37.084
"DILKON O&M",2014,1,1.016
"DILKON O&M",2014,2,32.004
"DILKON O&M",2014,3,3.556
"FLUTED ROCK SC",2014,4,31.75
"FLUTED ROCK SC",2014,5,15.24
"FLUTED ROCK SC",2014,6,1.27
"FLUTED ROCK SC",2014,7,50.8
